Username	UserID	Tweet	Reply_to	Location	Date	Coordinates	Tweet_Translated
clementereche	3159643917	Tres grandes ✈️ aeropuertos de EEUU revisarán a los 🥴🤧pasajeros para prevenir casos del👺 coronavirus vía @iblnews			Sun Jan 19 21:57:40 +0000 2020		Three large ✈️ US airports will check the 🥴🤧passengers to prevent cases of thevirus coronavirus via @iblnews
ttanny	35209098			new york	Sun Jan 19 21:56:34 +0000 2020		
travelhealthdoc	3019746831	RT @CIDRAP: Wuhan #nCoV outbreak quadruples, spreads within China #ncov2019 #Wuhan #coronavirus 		Europe	Sun Jan 19 21:56:27 +0000 2020		RT @CIDRAP: Wuhan #nCoV outbreak quadruples, spreads within China #ncov2019 #Wuhan #coronavirus
STForeignDesk	1131352537	Facts on coronavirus outbreak in Wuhan 		Singapore	Sun Jan 19 21:56:13 +0000 2020		Facts on coronavirus outbreak in Wuhan
AtiSafe	2509075560	"Yo acá tratando de tener un domingo relax y me encuentro esta noticia:
"		Cartago, Costa Rica	Sun Jan 19 21:56:00 +0000 2020		I'm here trying to have a relaxing Sunday and I find this news:
chrishendel	36051159	"Update on the #Wuhan #nCoV outbreak 
via @lisaschnirring @CIDRAP just now

Wuhan nCoV outbreak quadruples, spreads… "		Vermont, USA	Sun Jan 19 21:55:35 +0000 2020		"Update on the #Wuhan #nCoV outbreak 
via @lisaschnirring @CIDRAP just now

Wuhan nCoV outbreak quadruples, spreads…"
the_jannis	867609758	"RT @WHO: Q: What can I do to protect myself from #coronavirus?

A: "		Spectrum	Sun Jan 19 21:55:25 +0000 2020		"RT @WHO: Q: What can I do to protect myself from #coronavirus?

A:"
canoester	130275207	RT @CIDRAP: Wuhan #nCoV outbreak quadruples, spreads within China #ncov2019 #Wuhan #coronavirus 			Sun Jan 19 21:55:07 +0000 2020		RT @CIDRAP: Wuhan #nCoV outbreak quadruples, spreads within China #ncov2019 #Wuhan #coronavirus
RANISAROJA1	1278047737	"RT @htTweets: 17 new cases of China’s mystery novel coronavirus reported, 1,700 possibly affected

"			Sun Jan 19 21:55:01 +0000 2020		RT @htTweets: 17 new cases of China’s mystery novel coronavirus reported, 1,700 possibly affected
ladyjan67	1115138641	RT @Tom70455376: Rapidly spreading: Chinese authorities confirm 136 NEW cases of deadly virus in 2 days 			Sun Jan 19 21:54:55 +0000 2020		RT @Tom70455376: Rapidly spreading: Chinese authorities confirm 136 NEW cases of deadly virus in 2 days
joseacontreras	75732594	Shanghai se suma a medidas de prevención ante nuevo coronavirus 		Mexico	Sun Jan 19 21:54:33 +0000 2020		Shanghai joins prevention measures against new coronavirus
Jsefair1	526251557	"RT @IlindelatorreMD: Hay cuatro subgrupos principales de coronavirus, conocidos como alfa, beta, gamma y delta | CDC
"			Sun Jan 19 21:54:30 +0000 2020		RT @IlindelatorreMD: There are four main subgroups of coronaviruses, known as alpha, beta, gamma and delta | CDC
siglopasado1	2553500017	RT @noticiaaldia: China reporta 17 nuevos casos de coronavirus 		URUGUAY	Sun Jan 19 21:53:56 +0000 2020		RT @noticiaaldia: China reports 17 new cases of coronavirus
SILVANOCOPILUL	512897558	Cina, allarme coronavirus: “Possibili 1700 casi di infezione” 			Sun Jan 19 21:53:32 +0000 2020		"China, coronavirus alarm: ""Possible 1700 cases of infection"""
visualplague	2527502816	The first official statement by China on #nCoV2019 (Wuhan coronavirus) sounds very worrying to anyone familiar with… 		St Andrews, Scotland	Sun Jan 19 21:52:11 +0000 2020		The first official statement by China on #nCoV2019 (Wuhan coronavirus) sounds very worrying to anyone familiar with…
RadAstria	16198135	RT @CP24: China reports 17 new cases of mysterious coronavirus 		Hogtown 💙Peg Head☁️ Soul ✊/FL	Sun Jan 19 21:50:53 +0000 2020		RT @CP24: China reports 17 new cases of mysterious coronavirus
willyzavala82	902255432487534593	RT @_jorgegarcial: Comparto para conocimiento de los trabajadores de la salud 		Duran, Ecuador	Sun Jan 19 21:50:13 +0000 2020		RT @_jorgegarcial: I share for the knowledge of health workers
V2019N	1218324988966531072	Osterholm of @CIDRAP  said the new developments in the outbreak fit w/ recent prediction from @imperialcollege  tha… 			Sun Jan 19 21:50:11 +0000 2020		Osterholm of @CIDRAP  said the new developments in the outbreak fit w/ recent prediction from @imperialcollege  tha…
ams_mateo	599668088	RT @carlosabel2010: La historia se repite: ¿un nuevo coronavirus en China? por Ignacio López-Goñi @sinpermisoinfo 		Puerto Rico, USA	Sun Jan 19 21:50:05 +0000 2020		RT @ carlosabel2010: History repeats itself: a new coronavirus in China? by Ignacio López-Goñi @sinpermisoinfo
BerraNews	90226342	"RT @htTweets: 17 new cases of China’s mystery novel coronavirus reported, 1,700 possibly affected

(report by @spatranobis)

"		Sweden	Sun Jan 19 21:50:02 +0000 2020		"RT @htTweets: 17 new cases of China’s mystery novel coronavirus reported, 1,700 possibly affected

(report by @spatranobis)"
Beau_fish	45161114	Rapidly spreading: Chinese authorities confirm 136 NEW cases of deadly virus in 2 days # now what?		Washington DC	Sun Jan 19 21:49:27 +0000 2020		Rapidly spreading: Chinese authorities confirm 136 NEW cases of deadly virus in 2 days # now what?
mensaandproud1	1082824885666267140	Rapidly spreading: Chinese authorities confirm 136 NEW cases of deadly virus in 2 days 			Sun Jan 19 21:49:24 +0000 2020		Rapidly spreading: Chinese authorities confirm 136 NEW cases of deadly virus in 2 days
FHxoxo	9003482	"New coronavirus 'preventable and controllable', #China says
"		Singapore	Sun Jan 19 21:49:22 +0000 2020		New coronavirus 'preventable and controllable', #China says
ctvkaren	477226826	RT @CTV_AvisFavaro: Surge of newly confirmed Wuhan coronavirus outbreak quadruples, spreads within China | CIDRAP 		Winnipeg, Manitoba, Canada	Sun Jan 19 21:49:18 +0000 2020		RT @CTV_AvisFavaro: Surge of newly confirmed Wuhan coronavirus outbreak quadruples, spreads within China | CIDRAP
CuradasVE	967020674723217408	"El coronavirus de China puede haber afectado a cientos de personas
   .,"		Venezuela	Sun Jan 19 21:49:00 +0000 2020		"China's coronavirus may have affected hundreds of people
   .,"
marckortega77	268383539	RT @carlosabel2010: La historia se repite: ¿un nuevo coronavirus en China? por Ignacio López-Goñi @sinpermisoinfo 		México	Sun Jan 19 21:48:47 +0000 2020		RT @ carlosabel2010: History repeats itself: a new coronavirus in China? by Ignacio López-Goñi @sinpermisoinfo
mgt_coull26	718936269	RT @Tom70455376: Rapidly spreading: Chinese authorities confirm 136 NEW cases of deadly virus in 2 days 		North east of Edin.,	Sun Jan 19 21:48:45 +0000 2020		RT @Tom70455376: Rapidly spreading: Chinese authorities confirm 136 NEW cases of deadly virus in 2 days
CTV_AvisFavaro	24185568	Surge of newly confirmed Wuhan coronavirus outbreak quadruples, spreads within China | CIDRAP 		Toronto	Sun Jan 19 21:48:26 +0000 2020		Surge of newly confirmed Wuhan coronavirus outbreak quadruples, spreads within China | CIDRAP
ygjumi	103155466	"@Japanessence 今朝がた聞いていたニュースではこう言っていました。

There have been more than 60 confirmed cases of the new coronavirus, but U… "	151402465.0	地球	Sun Jan 19 21:48:22 +0000 2020		"@Japanessence In the news I heard this morning, he said:

There have been more than 60 confirmed cases of the new coronavirus, but U…"
LennaLeprena	1404087277	RT @jhaue: Coronavirus: Australia's top health official says there is 'no current need' to enhance airport screening 		St Helens, Larapuna, Tasmania	Sun Jan 19 21:47:40 +0000 2020		RT @jhaue: Coronavirus: Australia's top health official says there is 'no current need' to enhance airport screening
erictshepherd	39221283	China coronavirus: Beijing breaks its silence, but only to ‘deny rumours’ via @scmpnews		Tampa, FL/Qingdao, China	Sun Jan 19 21:47:19 +0000 2020		China coronavirus: Beijing breaks its silence, but only to ‘deny rumours’ via @scmpnews
ChaingMaimai	1210012380400218112	急速に拡大中：中国当局は２日間で致死性ウイルスの新たな患者１３６名を確認 			Sun Jan 19 21:46:40 +0000 2020		Rapidly expanding: Chinese authorities confirm 136 new cases of lethal virus in two days
showmielogo	993997594652274688	"RT @Mawunya_: Breaking news: China reports 17 new cases of (coronavirus) virus believed to be deadly and has already killed 2
"		Nigeria	Sun Jan 19 21:46:35 +0000 2020		RT @Mawunya_: Breaking news: China reports 17 new cases of (coronavirus) virus believed to be deadly and has already killed 2
mrjohelpadilla	135239971	RT @carlosabel2010: La historia se repite: ¿un nuevo coronavirus en China? por Ignacio López-Goñi @sinpermisoinfo 		Wuhan & Naranjito	Sun Jan 19 21:46:26 +0000 2020		RT @ carlosabel2010: History repeats itself: a new coronavirus in China? by Ignacio López-Goñi @sinpermisoinfo
in0sl33p	174477982	RT @VOANews: China Reports 139 New Coronavirus Cases Over the Weekend 		🇳🇬🏳️‍🌈🏳️	Sun Jan 19 23:59:56 +0000 2020		RT @VOANews: China Reports 139 New Coronavirus Cases Over the Weekend
DavidShamu	3019544512	😷 #coronavirus 		Upstate, NY	Sun Jan 19 23:59:36 +0000 2020		😷 #coronavirus
AndrePessoa2012	110488186	RT @g1: Os sintomas são febre e cansaço, acompanhados de tosse seca e, em muitos casos, dificuldades respiratórias ==&gt; 		Paulista - PE - Brasil	Sun Jan 19 23:59:27 +0000 2020		RT @g1: Os sintomas são febre e cansaço, acompanhados de tosse seca e, em muitos casos, dificuldades respiratórias ==&gt; 
VisorBolivia	2785113654	"CHINA REPORTA 17 NUEVOS CASOS DEL MISTERIOSO ""CORONAVIRUS"" "		Bolivia	Sun Jan 19 23:59:15 +0000 2020		"CHINA REPORTS 17 NEW CASES OF THE MYSTERIOUS ""CORONAVIRUS"""
ChannelNewsAsia	38400130	JUST IN: Third #WuhanPneumonia death reported by China, virus confirmed to have spread to Beijing, Guangdong provin… 		Singapore	Sun Jan 19 23:58:25 +0000 2020		JUST IN: Third #WuhanPneumonia death reported by China, virus confirmed to have spread to Beijing, Guangdong provin…
nonamehkcitizen	1169287947436249088	2020-01-20 02:51:59 Health Commission of Guangdong Province announced: 2 confirmed on  #WuhanPneumonia… 			Sun Jan 19 23:57:57 +0000 2020		2020-01-20 02:51:59 Health Commission of Guangdong Province announced: 2 confirmed on  #WuhanPneumonia…
srbnews0	879229057786933248	Rapidly spreading: Chinese authorities confirm 136 NEW cases of deadly virus in 2 days 		europe	Sun Jan 19 23:57:41 +0000 2020		Rapidly spreading: Chinese authorities confirm 136 NEW cases of deadly virus in 2 days
ritsuro	106237041	"RT @WHO: Q: What can I do to protect myself from #coronavirus?

A: "		grassland	Sun Jan 19 23:57:34 +0000 2020		"RT @WHO: Q: What can I do to protect myself from #coronavirus?

A:"
RockCheetah	19733334	US airports screen passengers as coronavirus outbreak expands #news 		Irving, TX	Sun Jan 19 23:57:33 +0000 2020		US airports screen passengers as coronavirus outbreak expands #news
CBCAlerts	19038934	China is reporting 139 new cases of pneumonia, caused by the outbreak of a new coronavirus strain that medical expe… 		Toronto	Sun Jan 19 23:57:28 +0000 2020		China is reporting 139 new cases of pneumonia, caused by the outbreak of a new coronavirus strain that medical expe…
PrynneHyster	1217606115904540672	RT @strangegarden7: Rapidly spreading: Chinese authorities confirm 136 NEW cases of deadly virus in 2 days — RT World News 		Backwash of Fenerio	Sun Jan 19 23:57:24 +0000 2020		RT @strangegarden7: Rapidly spreading: Chinese authorities confirm 136 NEW cases of deadly virus in 2 days — RT World News
Thass283	978372152	Rapidly spreading: Chinese authorities confirm 136 NEW cases of deadly virus in 2 days — RT World News 		Sri Lankan	Sun Jan 19 23:57:17 +0000 2020		Rapidly spreading: Chinese authorities confirm 136 NEW cases of deadly virus in 2 days — RT World News
Hayconnateoliv1	1197560808647090179	RT @strangegarden7: Rapidly spreading: Chinese authorities confirm 136 NEW cases of deadly virus in 2 days — RT World News 		Bardstown, KY	Sun Jan 19 23:56:30 +0000 2020		RT @strangegarden7: Rapidly spreading: Chinese authorities confirm 136 NEW cases of deadly virus in 2 days — RT World News
ianrichardward	933396108709154819	China steps up efforts to contain growing coronavirus outbreak - 			Sun Jan 19 23:56:13 +0000 2020		China steps up efforts to contain growing coronavirus outbreak -
hvasquezhg	788520157454995456	"RT @WHO: Protect yourself &amp; others from getting sick:
5⃣ Practice #FoodSafety 🍽 

👉🏼 

#coronavirus "			Sun Jan 19 23:56:08 +0000 2020		"RT @WHO: Protect yourself &amp; others from getting sick:
5⃣ Practice #FoodSafety 🍽 

👉🏼 

#coronavirus "
ChannelNewsAsia	38400130	RT @OliviaSiongCNA: Beijing has just confirmed two cases of the coronavirus, Chinese media reports 		Singapore	Sun Jan 19 23:56:04 +0000 2020		RT @OliviaSiongCNA: Beijing has just confirmed two cases of the coronavirus, Chinese media reports
parodox19	1174155233582145537	@AmbCuiTiankai Bio warfare. Observations 	1.1363944370121523e+18	The Andromeda nebula	Sun Jan 19 23:55:43 +0000 2020		@AmbCuiTiankai Bio warfare. Observations
drabricia_cerrp	818453221303787520	Los #coronavirus causan desde gripa hasta enfermedad grave. Para reducir riesgo:👏🏽Higiene de manos 😤Tapa boca-nariz… 		Pachuca de Soto, Hidalgo	Sun Jan 19 23:55:35 +0000 2020		#Coronaviruses cause everything from the flu to serious illness. To reduce risk: 👏🏽Hand hygiene 😤Mouth-nose cover ...
hvasquezhg	788520157454995456	"RT @WHO: Q: What can I do to protect myself from #coronavirus?

A: "			Sun Jan 19 23:55:13 +0000 2020		"RT @WHO: Q: What can I do to protect myself from #coronavirus?

A:"
eka_tari	80242664	RT @Kabar24: China: Wabah Coronavirus Masih Dapat Dikendalikan 		Bandung, West Java	Sun Jan 19 23:54:50 +0000 2020		RT @ Kabar24: China: The Coronavirus Outbreak Is Still Under Control
carlos_7907_	771182607794974720	RT @lopezdoriga: #LoMásLeído OMS activa alerta mundial en hospitales por nuevo coronavirus 			Sun Jan 19 23:54:15 +0000 2020		RT @lopezdoriga: # LoMásLeido WHO activates global alert in hospitals for new coronavirus
muratsevgi	76035515	"🔘 HAH! Bİ SEN EKSİKTİN: #SARS VİRÜSÜ!
☑ "		Uzayın bir köşesindeyim	Sun Jan 19 23:54:10 +0000 2020		"🔘 HAH! YOU MISSED: THE #SARS VIRUS!
☑"
rafajustthat	292874799	RT @WHO: Reduce your risk of #coronavirus infection: 		Reino Unido	Sun Jan 19 23:54:10 +0000 2020		RT @WHO: Reduce your risk of #coronavirus infection:
RPMagazineAU	1011489067849007104	"A confirmed case of novel coronavirus has been detected in Japan. Here's what you need to know about the virus.

"			Sun Jan 19 23:54:02 +0000 2020		A confirmed case of novel coronavirus has been detected in Japan. Here's what you need to know about the virus.
epistolitas	243447014	Alerta internacional ante nuevo coronavirus chino 		México	Sun Jan 19 23:53:45 +0000 2020		International alert against new Chinese coronavirus
fredwalton216	2567292679	Follow on tweet- “Reuters: The Wuhan Municipal Health Commission said in a statement that 136 cases of coronavirus… 		Pennsylvania	Sun Jan 19 23:53:38 +0000 2020		Follow on tweet- “Reuters: The Wuhan Municipal Health Commission said in a statement that 136 cases of coronavirus…
